"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0016324","CC","GO:0016324","apical plasma membrane","34/1182","308/20408",0.00023917371847249,0.00969373962580069,0.00838852147667307,"PATJ/ATP1B1/KCNE4/P2RY1/PLD1/OCLN/GM2A/ABCB4/ABCB1/ATP6V0A4/STK26/ATP6V0D2/PTK2/GPIHBP1/SLC39A4/SLC1A1/CNTFR/SLC22A18/TCIRG1/SHANK2/MYO7A/CUBN/AQP5/AQP6/RAB27A/RHCG/PARD6A/CYBA/ATP1B2/SLC9A3R1/DSG2/JAG1/STXBP2/UPK1A",34
"GO:0015276","MF","GO:0015276","ligand-gated ion channel activity","20/1182","144/20408",0.000243893778365443,0.0097673651240637,0.00845223363495781,"GABRD/KCNJ10/HCN1/GABRG2/KCNH2/JPH1/CNGB3/NCALD/GRIN1/KCNJ11/HTR3B/GRIK4/GRIN2B/GABRG3/CHRNA5/DLG4/CHRNB1/HCN2/RYR1/SLC17A7",20
"GO:0022834","MF","GO:0022834","ligand-gated channel activity","20/1182","144/20408",0.000243893778365443,0.0097673651240637,0.00845223363495781,"GABRD/KCNJ10/HCN1/GABRG2/KCNH2/JPH1/CNGB3/NCALD/GRIN1/KCNJ11/HTR3B/GRIK4/GRIN2B/GABRG3/CHRNA5/DLG4/CHRNB1/HCN2/RYR1/SLC17A7",20
"GO:0048638","BP","GO:0048638","regulation of developmental growth","36/1182","334/20408",0.000254439817130039,0.0100836267791871,0.008725912090194,"TP73/ERBB4/VIL1/CPNE9/SEMA3F/CACNA2D2/PLS1/NKX6-1/SPP1/SEMA5A/GHR/MAP1B/FSTL4/SH3PXD2B/EPHA7/SEMA3C/SEMA3A/CDKL5/GPAT4/RIMS2/PTK2/EPPK1/OLFM1/IGF2/WT1/SEMA4G/RASAL1/SYT17/TRPV2/AFG3L2/UNC13A/GDF15/SPTBN4/APOE/CACNG7/RTN4R",36
"GO:0043270","BP","GO:0043270","positive regulation of ion transport","30/1182","260/20408",0.000254788429319532,0.0100836267791871,0.008725912090194,"RAB3B/CTSS/ATP1B1/SCN5A/P2RY1/WFS1/ATP8A1/SNCA/TRPC3/ABCB4/ABCB1/KCNH2/ARC/GRIN1/LRRC26/KCNQ1/STIM1/KCNJ11/SCN3B/ANK3/CRACR2A/PKP2/CNTN1/TESC/ABAT/ATP1B2/TRPV2/SLC9A3R1/ABCA7/APOE",30
"GO:1901293","BP","GO:1901293","nucleoside phosphate biosynthetic process","37/1182","347/20408",0.000260341285106906,0.0102431354748495,0.00886394366221173,"PRKAA2/PGM1/NMNAT2/PFKFB2/SUCLG1/SLC25A12/ACSL3/ADCY5/NMNAT3/PPARGC1A/SCD5/CDS1/SNCA/ACSL1/ADCY2/ELOVL7/NME5/UPP1/MLXIPL/PDHA1/GPAT4/CYC1/ADM/DLAT/PFKP/OGDHL/PAPSS2/SCD/ELOVL3/GPD1/AK7/ADCY7/NOS2/ALDOC/NMRK2/TGFB1/CHCHD10",37
"GO:0051287","MF","GO:0051287","NAD binding","11/1182","55/20408",0.000266441626828805,0.0104178053508944,0.0090150950303206,"MDH1/IDH1/HPGD/NNT/HSD17B8/ME3/GPD1/ALDH2/IDH3A/HSD11B2/ME2",11
"GO:0006090","BP","GO:0006090","pyruvate metabolic process","17/1182","113/20408",0.0002678775751642,0.0104178053508944,0.0090150950303206,"PRKAA2/PGM1/PFKFB2/SLC25A12/PPARGC1A/ACOT12/MLXIPL/PDHA1/NR4A3/ME3/DLAT/PFKP/OGDHL/GPD1/PCK2/ALDOC/ME2",17
"GO:0050708","BP","GO:0050708","regulation of protein secretion","44/1182","438/20408",0.000274200076838444,0.0106024029710865,0.00917483741677817,"SYT11/PFKFB2/TGFB2/TLR5/ACVR1C/IFIH1/HSPD1/CACNA2D2/STXBP5L/ADCY5/NKX6-1/VEGFC/SLC25A4/F2RL1/BMP6/TNFAIP3/ICA1/CRLF2/SYTL4/RAB11FIP1/NOV/RFX3/JAK2/CD274/SYK/TRIM6/APBB1/KCNJ11/NR1H3/SYT7/UCP2/EXPH5/GAS6/ANG/BAIAP3/ABAT/RPH3AL/NOS2/SRCIN1/MBP/CD22/TGFB1/GIPR/TRPM4",44
"GO:0098693","BP","GO:0098693","regulation of synaptic vesicle cycle","17/1182","114/20408",0.000298147923806224,0.011462509893533,0.00991913483652465,"RAB3B/SYT11/STXBP5L/P2RY1/PLD1/CPLX1/SNCA/SYP/RIMS2/DNM1/SYT7/CHRNA5/SLC2A4/RAB3A/SLC17A7/PRKCG/BRSK1",17
"GO:0030073","BP","GO:0030073","insulin secretion","25/1182","203/20408",0.000302414247308257,0.0115604719084656,0.0100039067097008,"ILDR2/PFKFB2/ACVR1C/PTPRN/CACNA2D2/STXBP5L/ADCY5/CPLX1/NKX6-1/SLC25A4/ICA1/PCLO/SYTL4/RIMS2/NOV/RFX3/JAK2/KCNJ11/SYT7/UCP2/BAIAP3/ABAT/NOS2/GIPR/TRPM4",25
"GO:0003777","MF","GO:0003777","microtubule motor activity","14/1182","84/20408",0.000311905614864812,0.0116751070475877,0.0101031067463871,"KIF21B/KIF3C/DNAH6/KIF5C/DNAH7/KIF13B/KIFC2/DNAI1/KIF12/KIF5A/KIF26A/DNAH3/DNAH9/KLC3",14
"GO:0005548","MF","GO:0005548","phospholipid transporter activity","12/1182","65/20408",0.00031245202032419,0.0116751070475877,0.0101031067463871,"ANO7/OSBPL10/ATP8A1/ATP10D/PRELID2/ABCB4/ABCB1/ABCA1/ANO4/ATP8B4/ABCA7/ATP8B3",12
"GO:0015631","MF","GO:0015631","tubulin binding","35/1182","325/20408",0.000312904865153035,0.0116751070475877,0.0101031067463871,"TTLL7/SYT11/CCDC181/KIF21B/KIF3C/DPYSL5/CCDC88A/REEP1/KIF5C/JAKMIP1/PPARGC1A/SNCA/MAP1B/APC/CCDC69/MTUS1/KIF13B/NCALD/KIFC2/KIF12/STRBP/DNM1/STIM1/CCDC88B/KIF5A/EML5/KIF26A/TPPP3/KATNAL2/CAMSAP3/HOOK2/FCHO1/CLIP3/KLC3/BRSK1",35
"GO:0009152","BP","GO:0009152","purine ribonucleotide biosynthetic process","28/1182","239/20408",0.000313994825967911,0.0116751070475877,0.0101031067463871,"PRKAA2/PGM1/PFKFB2/SLC25A12/ACSL3/ADCY5/PPARGC1A/SCD5/SNCA/ACSL1/ADCY2/ELOVL7/NME5/MLXIPL/PDHA1/CYC1/ADM/DLAT/PFKP/OGDHL/PAPSS2/SCD/ELOVL3/GPD1/ADCY7/ALDOC/TGFB1/CHCHD10",28
"GO:0086065","BP","GO:0086065","cell communication involved in cardiac conduction","11/1182","56/20408",0.000314440218410456,0.0116751070475877,0.0101031067463871,"ATP1B1/SLC8A1/SCN5A/KCNN2/KCNQ1/SCN3B/PKP2/ATP1B2/DSG2/ATP1A3/TRPM4",11
"GO:0034765","BP","GO:0034765","regulation of ion transmembrane transport","45/1182","454/20408",0.000315824833927016,0.0116751070475877,0.0101031067463871,"CLCNKB/CTSS/KCNJ10/ATP1B1/ATP2B4/KCNH1/SLC8A1/SCN1A/KCNE4/SCN5A/CACNA2D2/PPARGC1A/SNCA/HCN1/KCNN2/TSPAN13/ABCB1/KCNH2/JPH1/KCNQ3/ARC/STOM/LRRC26/CACNA1B/KCNQ1/STIM1/KCNJ11/CAPN1/SHANK2/SCN3B/ANK3/CRACR2A/TESC/KCNK13/NOX5/KCNG4/CYBA/DLG4/ATP1B2/SLC9A3R1/KCNQ2/HCN2/TGFB1/SHANK1/CACNG7",45
"GO:0097061","BP","GO:0097061","dendritic spine organization","13/1182","75/20408",0.00034081619986485,0.0125301168999492,0.0108429933934569,"EPHA4/PDLIM5/CTNND2/PPP1R9A/ARC/SHANK2/ZNF365/GRIN2B/ITPKA/DLG4/SRCIN1/APOE/SHANK1",13
"GO:0015078","MF","GO:0015078","proton transmembrane transporter activity","19/1182","137/20408",0.000351576876240108,0.0127987750271792,0.0110754779202904,"SLC45A2/NNT/SLC2A12/ATP6V0A4/CLCN4/ATP6V1H/ATP6V0D2/COX6C/MFSD3/SLC2A6/SLC22A18/TCIRG1/SLC2A13/ATP12A/C15orf48/NOX5/ATP2C2/ATP2A3/COX10",19
"GO:1903305","BP","GO:1903305","regulation of regulated secretory pathway","20/1182","148/20408",0.000352358908948961,0.0127987750271792,0.0110754779202904,"CDK5R2/STXBP5L/P2RY1/CPLX1/F2RL1/SYP/IL13RA2/RIMS2/SYK/SYT7/RAB27A/CHRNA5/BAIAP3/DOC2A/RPH3AL/UNC13D/STXBP2/RAB3A/PRKCG/SYT5",20
"GO:0002028","BP","GO:0002028","regulation of sodium ion transport","14/1182","85/20408",0.000353830581904775,0.0127987750271792,0.0110754779202904,"ATP1B1/ATP2B4/SLC8A1/SCN5A/STOM/SCN3B/ANK3/PKP2/CNTN1/TESC/ATP1B2/SLC9A3R1/SPTBN4/TGFB1",14
"GO:0009260","BP","GO:0009260","ribonucleotide biosynthetic process","29/1182","253/20408",0.0003577863407617,0.0128726550836616,0.0111394103616829,"PRKAA2/PGM1/PFKFB2/SLC25A12/ACSL3/ADCY5/PPARGC1A/SCD5/SNCA/ACSL1/ADCY2/ELOVL7/NME5/UPP1/MLXIPL/PDHA1/CYC1/ADM/DLAT/PFKP/OGDHL/PAPSS2/SCD/ELOVL3/GPD1/ADCY7/ALDOC/TGFB1/CHCHD10",29
"GO:0016188","BP","GO:0016188","synaptic vesicle maturation","5/1182","12/20408",0.000363267416227774,0.0130003360445769,0.0112498996593271,"SYP/DLG4/UNC13A/RAB3A/SLC17A7",5
"GO:0046915","MF","GO:0046915","transition metal ion transmembrane transporter activity","9/1182","40/20408",0.000380538268112019,0.0134638188046319,0.0116509765643061,"SLC40A1/SLC39A8/SLC39A14/SLC39A4/SLC31A1/ATP2C2/SLC39A11/SLC39A6/TTYH1",9
"GO:0033865","BP","GO:0033865","nucleoside bisphosphate metabolic process","19/1182","138/20408",0.00038602170657078,0.0134638188046319,0.0116509765643061,"SUCLG1/SULT1C2/ACSL3/SCD5/SNCA/AADAT/ACSL1/ELOVL7/ACOT12/PDHA1/ABCD1/GPAT4/DGAT1/DLAT/PAPSS2/SCD/ELOVL3/SULT1A1/SULT2B1",19
"GO:0033875","BP","GO:0033875","ribonucleoside bisphosphate metabolic process","19/1182","138/20408",0.00038602170657078,0.0134638188046319,0.0116509765643061,"SUCLG1/SULT1C2/ACSL3/SCD5/SNCA/AADAT/ACSL1/ELOVL7/ACOT12/PDHA1/ABCD1/GPAT4/DGAT1/DLAT/PAPSS2/SCD/ELOVL3/SULT1A1/SULT2B1",19
"GO:0034032","BP","GO:0034032","purine nucleoside bisphosphate metabolic process","19/1182","138/20408",0.00038602170657078,0.0134638188046319,0.0116509765643061,"SUCLG1/SULT1C2/ACSL3/SCD5/SNCA/AADAT/ACSL1/ELOVL7/ACOT12/PDHA1/ABCD1/GPAT4/DGAT1/DLAT/PAPSS2/SCD/ELOVL3/SULT1A1/SULT2B1",19
"GO:0009062","BP","GO:0009062","fatty acid catabolic process","16/1182","106/20408",0.000386224290917651,0.0134638188046319,0.0116509765643061,"ABHD1/HIBCH/PECR/EHHADH/ETFDH/ABCD1/DECR1/AUH/CRAT/PHYH/PCK2/SLC27A2/ECI1/ACAA2/PLIN5/CPT1C",16
"GO:0050768","BP","GO:0050768","negative regulation of neurogenesis","31/1182","279/20408",0.000394034548546933,0.0136652806320813,0.0118253124688719,"TP73/ERBB4/EPHA4/SEMA3F/NKX6-1/SPP1/SEMA5A/FSTL4/KIAA0319/EPHA7/SEMA3C/SEMA3A/PTK2/SORL1/ZNF365/NRG3/SEMA4G/FUOM/DTX1/LINGO1/ADGRG1/RAP1GAP2/KCTD11/EFNB3/NGFR/JAG1/NOTCH3/TGFB1/APOE/RTN4R/INPP5J",31
"GO:0072509","MF","GO:0072509","divalent inorganic cation transmembrane transporter activity","7/1182","25/20408",0.000410248021911923,0.0141546086739662,0.0122487547055052,"SLC40A1/SLC39A8/SLC39A14/SLC39A4/SLC41A2/SLC39A11/SLC39A6",7
"GO:1990138","BP","GO:1990138","neuron projection extension","21/1182","161/20408",0.000413181674208802,0.014183093388147,0.0122734040818952,"CPNE9/SEMA3F/ALCAM/NKX6-1/SEMA5A/MAP1B/CYFIP2/SEMA3C/SEMA3A/CDKL5/RIMS2/OLFM1/SLIT1/SEMA4G/RASAL1/SYT17/TRPV2/UNC13A/APOE/CACNG7/RTN4R",21
"GO:0071248","BP","GO:0071248","cellular response to metal ion","23/1182","184/20408",0.000418276295213495,0.0142129440110929,0.0122992354536196,"PRKAA2/SYT11/KCNH1/SLC40A1/CPNE9/SCN5A/PPARGC1A/SNCA/BMP6/SYT13/SYT7/RASGRP2/ANK3/RASAL1/LIG4/SYT17/ADCY7/MT1F/CDH1/SERPINF1/DLG4/RYR1/SYT5",23
"GO:0098802","CC","GO:0098802","plasma membrane receptor complex","23/1182","184/20408",0.000418276295213495,0.0142129440110929,0.0122992354536196,"CD8A/ACVR1C/ALCAM/CNTFR/SYK/GABBR2/GRIN1/SHANK2/HTR3B/GRIK4/CUBN/GRIN2B/ITGB7/ITGA7/ITGBL1/CHRNA5/DLG4/CHRNB1/ITGB3/CD79B/CPT1C/SHANK1/CACNG7",23
"GO:0015081","MF","GO:0015081","sodium ion transmembrane transporter activity","20/1182","150/20408",0.000420872995980423,0.0142293141555592,0.0123134014322545,"ATP1B1/SLC8A1/SCN1A/SCN5A/SLC4A4/HCN1/SLC1A1/GRIK4/SCN3B/SLC4A8/ATP12A/ATP1B2/HCN2/ATP1A3/SLC8A2/TRPM4/SLC6A16/SLC17A7/SLC5A1/SLC5A4",20
"GO:0015085","MF","GO:0015085","calcium ion transmembrane transporter activity","19/1182","139/20408",0.00042336053139058,0.0142418482759791,0.0123242478901121,"ATP2B4/SLC8A1/ATP2B2/CACNA2D2/TRPC3/PKD1L1/JPH1/GRIN1/CACNA1B/PDE2A/GRIN2B/GAS6/ATP2C2/ATP2A3/TRPV2/RYR1/SLC8A2/TRPM4/CACNG7",19
"GO:0009165","BP","GO:0009165","nucleotide biosynthetic process","36/1182","344/20408",0.00044680070921128,0.0149555978685248,0.0129418943317496,"PRKAA2/PGM1/NMNAT2/PFKFB2/SLC25A12/ACSL3/ADCY5/NMNAT3/PPARGC1A/SCD5/CDS1/SNCA/ACSL1/ADCY2/ELOVL7/NME5/UPP1/MLXIPL/PDHA1/GPAT4/CYC1/ADM/DLAT/PFKP/OGDHL/PAPSS2/SCD/ELOVL3/GPD1/AK7/ADCY7/NOS2/ALDOC/NMRK2/TGFB1/CHCHD10",36
"GO:0042623","MF","GO:0042623","ATPase activity, coupled","37/1182","357/20408",0.000451562580376696,0.0150401635681901,0.0130150736428531,"ATP1B1/ATP2B4/DNAH6/KIF5C/DNAH7/ATP2B2/ATP8A1/ATP10D/MYO10/ABCB4/ABCB1/ATP6V0A4/ABCD1/ATP6V1H/ATP6V0D2/DNAI1/ABCA1/TCIRG1/MYO7A/ABCG4/MYO3A/KIF5A/ATP12A/RAD51B/ATP8B4/ABCA3/DNAH3/ATP2C2/ATP2A3/ATP1B2/DNAH9/ABCA8/ABCA9/KATNAL2/ABCA7/ATP8B3/ATP1A3",37
"GO:0060998","BP","GO:0060998","regulation of dendritic spine development","12/1182","68/20408",0.000481392072159112,0.0159547086772734,0.0138064793938919,"EPHA4/PDLIM5/FSTL4/PPP1R9A/CDKL5/ARC/SHANK2/CPEB3/ITPKA/SRCIN1/APOE/SHANK1",12
"GO:0006164","BP","GO:0006164","purine nucleotide biosynthetic process","29/1182","258/20408",0.000494590545461844,0.0163117901464083,0.0141154814600075,"PRKAA2/PGM1/PFKFB2/SLC25A12/ACSL3/ADCY5/PPARGC1A/SCD5/SNCA/ACSL1/ADCY2/ELOVL7/NME5/MLXIPL/PDHA1/CYC1/ADM/DLAT/PFKP/OGDHL/PAPSS2/SCD/ELOVL3/GPD1/ADCY7/NOS2/ALDOC/TGFB1/CHCHD10",29
"GO:0006103","BP","GO:0006103","2-oxoglutarate metabolic process","6/1182","19/20408",0.00052603491260124,0.017208951240127,0.014891843874639,"IDH1/AADAT/GHR/ADHFE1/PHYH/GOT1",6
"GO:0046390","BP","GO:0046390","ribose phosphate biosynthetic process","29/1182","259/20408",0.000526909030241701,0.017208951240127,0.014891843874639,"PRKAA2/PGM1/PFKFB2/SLC25A12/ACSL3/ADCY5/PPARGC1A/SCD5/SNCA/ACSL1/ADCY2/ELOVL7/NME5/UPP1/MLXIPL/PDHA1/CYC1/ADM/DLAT/PFKP/OGDHL/PAPSS2/SCD/ELOVL3/GPD1/ADCY7/ALDOC/TGFB1/CHCHD10",29
"GO:0043647","BP","GO:0043647","inositol phosphate metabolic process","12/1182","69/20408",0.000552508677455674,0.0179578665793323,0.0155399211543724,"PLCD4/PLCD1/P2RY1/PLCH1/SNCA/IMPA1/ITPKA/PPIP5K1/PLCB4/ISYNA1/INPP5J/SYNJ1",12
"GO:0016775","MF","GO:0016775","phosphotransferase activity, nitrogenous group as acceptor","5/1182","13/20408",0.000562218835128491,0.0181856169362716,0.015737005956962,"KCNH1/KCNH2/CKB/CKMT1B/CKMT1A",5
"GO:0010765","BP","GO:0010765","positive regulation of sodium ion transport","8/1182","34/20408",0.000580899068345887,0.0186367717466352,0.0161274148148569,"ATP1B1/SCN5A/SCN3B/ANK3/PKP2/CNTN1/TESC/ATP1B2",8
"GO:0099132","BP","GO:0099132","ATP hydrolysis coupled cation transmembrane transport","11/1182","60/20408",0.0005854828642676,0.0186367717466352,0.0161274148148569,"ATP2B4/ATP2B2/ATP8A1/ATP6V0A4/ATP6V1H/ATP6V0D2/TCIRG1/ATP12A/ATP2C2/ATP2A3/ATP1A3",11
"GO:0014704","CC","GO:0014704","intercalated disc","10/1182","51/20408",0.000592786735104032,0.0186367717466352,0.0161274148148569,"ATP1B1/SLC8A1/SCN1A/DES/SCN5A/KCNJ11/ANK3/PKP2/DSG2/SPTBN4",10
"GO:0030315","CC","GO:0030315","T-tubule","10/1182","51/20408",0.000592786735104032,0.0186367717466352,0.0161274148148569,"ATP2B4/SLC8A1/SCN1A/SCN5A/KCNJ11/ANK3/AHNAK2/SLC2A4/RYR1/CACNG7",10
"GO:0043195","CC","GO:0043195","terminal bouton","10/1182","51/20408",0.000592786735104032,0.0186367717466352,0.0161274148148569,"SYT11/AAK1/CPLX1/SNCA/SYP/OPHN1/GRIN1/UNC13A/RAB3A/SYNJ1",10
"GO:0048168","BP","GO:0048168","regulation of neuronal synaptic plasticity","10/1182","51/20408",0.000592786735104032,0.0186367717466352,0.0161274148148569,"KCNJ10/SNCA/SYP/ARC/GRIN1/DLG4/UNC13A/RAB3A/APOE/SLC8A2",10
"GO:1901652","BP","GO:1901652","response to peptide","46/1182","481/20408",0.000595576986150505,0.0186374044782353,0.0161279623520119,"PIK3R3/SORT1/ACVR1C/GRB14/PTPRN/EPHA4/ADCY5/NKX6-1/ADCY2/GHR/APC/TNFAIP3/IRF5/ATP6V0A4/PHEX/NEFL/ATP6V1H/CA2/ATP6V0D2/PTK2/CYC1/JAK2/GKAP1/NR4A3/DNM1/ASS1/IGF2/ADM/PDE3B/ESRRA/TCIRG1/UCP2/GOT1/PCK2/CPEB1/ADCY7/HSD11B2/CYBA/SLC2A4/NGFR/PRKAR1A/JAG1/PTPN1/GDF15/TGFB1/ATP1A3",46
"GO:0022843","MF","GO:0022843","voltage-gated cation channel activity","19/1182","143/20408",0.00060579961403949,0.018869536126193,0.0163288385246219,"KCNJ10/KCNH1/KCNE4/CACNA2D2/HCN1/KCNH2/KCNQ3/GRIN1/LRRC26/CACNA1B/KCNQ1/KCNJ11/GRIN2B/GAS6/KCNG4/KCNQ2/HCN2/RYR1/CACNG7",19
"GO:0048037","MF","GO:0048037","cofactor binding","47/1182","495/20408",0.000610254870185833,0.0189207132101856,0.0163731248459755,"MARC1/MDH1/SUCLG1/CREG2/NDUFS1/IDH1/CYP27A1/ALAS1/P3H2/ETNPPL/ETFDH/AADAT/HPGD/NNT/ACOT12/HSD17B8/TBXAS1/GSR/DECR1/CYC1/JAK2/HBE1/CYB5R2/DHCR7/P4HA3/ME3/PHYH/CUBN/OGDHL/AIFM2/GOT1/GPD1/COQ10A/ALDH2/PCCA/FLVCR2/SPTLC2/NOX5/IDH3A/HBQ1/ABAT/HSD11B2/LDHD/CYBA/NOS2/ME2/ACO2",47
"GO:0016323","CC","GO:0016323","basolateral plasma membrane","25/1182","213/20408",0.000624636434390512,0.0192777703237586,0.0166821058358953,"KCNJ10/MPZ/ATP1B1/ATP2B4/SLC40A1/ERBB4/P2RY1/SLC4A4/HPGD/NKD2/GM2A/MAP7/MET/CA2/GPIHBP1/EPPK1/KCNQ1/MAP4K2/SLC29A2/ANK3/PIANP/AQP5/ATP12A/RHCG/SLC8A2",25
"GO:0014068","BP","GO:0014068","positive regulation of phosphatidylinositol 3-kinase signaling","12/1182","70/20408",0.000632246060094223,0.019423522795954,0.0168082333976503,"TGFB2/ERBB4/PDGFC/F2RL1/PTK2/JAK2/PRR5L/PDGFD/CBL/UNC5B/PIK3AP1/DCN",12
"GO:0045216","BP","GO:0045216","cell-cell junction organization","20/1182","155/20408",0.000644954265218482,0.0195967398980228,0.016958127601221,"PATJ/NFASC/TGFB2/UGT8/CTNND2/CDH12/OCLN/F2RL1/APC/GJB1/MPP7/PKP2/PARD6A/CDH1/SDK2/DSG2/CDH7/CDH19/CAMSAP3/TGFB1",20
"GO:0050764","BP","GO:0050764","regulation of phagocytosis","13/1182","80/20408",0.000649060895355691,0.0195967398980228,0.016958127601221,"SYT11/PTPRC/MERTK/F2RL1/SYK/SYT7/GAS6/RAB27A/CYBA/SPACA3/ABCA7/TGFB1/PRKCG",13
"GO:0031252","CC","GO:0031252","cell leading edge","39/1182","390/20408",0.000649123602139432,0.0195967398980228,0.016958127601221,"KCNH1/PLEKHH2/CCDC88A/AAK1/PSD4/EPB41L5/ARHGEF4/VIL1/ROBO2/LDB2/MYO10/APC/GABRG2/PPP1R9A/CDKL5/SLC39A14/PTK2/DOCK8/FGD3/APBB1/SWAP70/KCNJ11/RASGRP2/CUBN/ABLIM1/KITLG/TESC/GABRG3/PARD6A/CDH1/SRCIN1/MPP2/ITGB3/SLC9A3R1/SLC39A6/ABCA7/RINL/INPP5J/PDE9A",39
"GO:0006732","BP","GO:0006732","coenzyme metabolic process","36/1182","351/20408",0.000649535225514133,0.0195967398980228,0.016958127601221,"PRKAA2/PGM1/NMNAT2/PFKFB2/MDH1/SUCLG1/SLC25A12/MDH1B/IDH1/ACSL3/NMNAT3/PPARGC1A/SCD5/SNCA/AADAT/ACSL1/NNT/ELOVL7/ACOT12/MLXIPL/PDHA1/ABCD1/GPAT4/DGAT1/FOLH1/DLAT/PFKP/OGDHL/SCD/ELOVL3/GPD1/COQ10A/PCCA/ALDOC/ME2/NMRK2",36
"GO:0090066","BP","GO:0090066","regulation of anatomical structure size","47/1182","497/20408",0.000665614227322334,0.0199284600944715,0.0172451831751865,"RAB3B/SLC8A1/PLEKHH2/ADD2/VIL1/SEMA3F/PLS1/P2RY1/NKX6-1/SPP1/SLC12A7/SEMA5A/MAP1B/F2RL1/FSTL4/EPHA7/SCIN/WIPF3/SEMA3C/SEMA3A/PPP1R9A/CDKL5/XK/NEFL/RB1CC1/ARFGEF1/OLFM1/SWAP70/ADM/SSH3/ARHGAP42/PRKG1/SEMA4G/SPTB/MAGEL2/RILP/RAP1GAP2/TRPV2/SLC9A3R1/ARHGAP28/FHOD3/TBXA2R/PLEKHG2/SPTBN4/APOE/TRPM4/RTN4R",47
"GO:0048588","BP","GO:0048588","developmental cell growth","26/1182","226/20408",0.000666454150008337,0.0199284600944715,0.0172451831751865,"CPNE9/SEMA3F/ALCAM/NKX6-1/SPP1/PDLIM5/SEMA5A/MAP1B/FSTL4/CYFIP2/EPHA7/SEMA3C/SEMA3A/CDKL5/RIMS2/OLFM1/SLIT1/SEMA4G/RASAL1/SYT17/TRPV2/MEX3C/UNC13A/APOE/CACNG7/RTN4R",26
"GO:0048017","BP","GO:0048017","inositol lipid-mediated signaling","21/1182","167/20408",0.000674792132891096,0.02008850208005,0.0173836762320477,"KCNH1/TGFB2/ERBB4/PLCH1/PLD1/PDGFC/F2RL1/NYAP1/CA8/PTK2/JAK2/PRR5L/PDGFD/CBL/PIP4K2A/UNC5B/PIK3AP1/DCN/PIK3R5/SLC9A3R1/PPP1R16B",21
"GO:0045499","MF","GO:0045499","chemorepellent activity","7/1182","27/20408",0.000684585549419591,0.0202902712620926,0.0175582781073024,"SEMA3F/SEMA5A/EPHA7/SEMA3C/SEMA3A/NRG3/SEMA4G",7
"GO:0015238","MF","GO:0015238","drug transmembrane transporter activity","15/1182","101/20408",0.000691341374994801,0.0204006349603729,0.017653781833316,"SLC19A2/SLC25A12/SLC7A11/SLC25A4/ABCB4/ABCB1/SLC7A2/SLC52A2/SLC1A1/SLC22A18/SLC36A4/ABCA8/RTBDN/SLC25A42/SLC17A7",15
"GO:0019362","BP","GO:0019362","pyridine nucleotide metabolic process","19/1182","145/20408",0.000720069355870805,0.0209820057593716,0.0181568736865706,"PRKAA2/PGM1/NMNAT2/PFKFB2/MDH1/SLC25A12/MDH1B/IDH1/NMNAT3/PPARGC1A/NNT/MLXIPL/PDHA1/PFKP/OGDHL/GPD1/ALDOC/ME2/NMRK2",19
"GO:0046496","BP","GO:0046496","nicotinamide nucleotide metabolic process","19/1182","145/20408",0.000720069355870805,0.0209820057593716,0.0181568736865706,"PRKAA2/PGM1/NMNAT2/PFKFB2/MDH1/SLC25A12/MDH1B/IDH1/NMNAT3/PPARGC1A/NNT/MLXIPL/PDHA1/PFKP/OGDHL/GPD1/ALDOC/ME2/NMRK2",19
"GO:1901570","BP","GO:1901570","fatty acid derivative biosynthetic process","14/1182","91/20408",0.000720398830323253,0.0209820057593716,0.0181568736865706,"ACSL3/BDH1/SCD5/MGST2/HPGD/ACSL1/ELOVL7/TBXAS1/FABP5/SYK/SCD/ELOVL3/ACSS3/GGT1",14
"GO:0016079","BP","GO:0016079","synaptic vesicle exocytosis","17/1182","123/20408",0.000732573235799626,0.0212446238381892,0.0183841314301621,"SYT11/STXBP5L/P2RY1/CPLX1/PCLO/SYP/RIMS2/SYT13/SYT7/CHRNA5/SYT17/DOC2A/UNC13A/RAB3A/PRKCG/SYT5/SYNJ1",17
"GO:0016054","BP","GO:0016054","organic acid catabolic process","29/1182","265/20408",0.000762745778844005,0.0218940936754038,0.0189461530944769,"ATP2B4/ABHD1/HIBCH/PECR/HYAL1/EHHADH/ETFDH/AADAT/GLUD2/ABCD1/RENBP/ADHFE1/DECR1/AUH/CRAT/ASRGL1/PHYH/GOT1/AMDHD1/PCK2/SLC27A2/ECI1/ABAT/LDHD/NOS2/ACAA2/PLIN5/TGFB1/CPT1C",29
"GO:0046395","BP","GO:0046395","carboxylic acid catabolic process","29/1182","265/20408",0.000762745778844005,0.0218940936754038,0.0189461530944769,"ATP2B4/ABHD1/HIBCH/PECR/HYAL1/EHHADH/ETFDH/AADAT/GLUD2/ABCD1/RENBP/ADHFE1/DECR1/AUH/CRAT/ASRGL1/PHYH/GOT1/AMDHD1/PCK2/SLC27A2/ECI1/ABAT/LDHD/NOS2/ACAA2/PLIN5/TGFB1/CPT1C",29
"GO:0030672","CC","GO:0030672","synaptic vesicle membrane","15/1182","102/20408",0.000767985449969574,0.0218940936754038,0.0189461530944769,"RAB3B/SYT11/WFS1/SNCA/ICA1/SYP/SYT7/SYNGR3/RAB26/DOC2A/SYNGR2/UNC13A/RAB3A/SLC17A7/SYT5",15
